	Species	Genes	Brucella abortus 2308	Brucella canis ATCC 23365	Brucella ceti TE10759-12	Brucella microti CCM 4915	Brucella suis 1330	mean ZH-Score
2900	5	5	WP_002969479.1	WP_080515431.1	WP_002969479.1	WP_002969479.1	WP_078056947.1	1698.647553846154
710	5	5	WP_002966024.1	WP_002966024.1	WP_002966024.1	WP_002966024.1	WP_002966024.1	1697.4102636363639
273	5	5	WP_002964382.1	WP_002964382.1	WP_006174350.1	WP_002964382.1	WP_002964382.1	1696.4960125000002
936	5	5	WP_002967394.1	WP_002967394.1	WP_006175083.1	WP_002967394.1	WP_002967394.1	1695.3900571428578
2738	5	5	WP_002967301.1	WP_002967301.1	WP_006175518.1	WP_002967301.1	WP_006191963.1	1694.4226434782613
895	5	5	WP_002966899.1	WP_004691000.1	WP_002966899.1	WP_015799683.1	WP_002966899.1	1693.0445000000002
2455	5	5	WP_002966726.1	WP_004690680.1	WP_006173939.1	WP_004690680.1	WP_006189991.1	1690.4578235294118
2632	5	5	WP_002967099.1	WP_002967099.1	WP_002967099.1	WP_012783843.1	WP_006191222.1	1684.2324733333337
2185	5	5	WP_002969444.1	WP_006132429.1	WP_023598561.1	WP_002969444.1	WP_004691938.1	1681.5412166666667
81	5	5	WP_002969442.1	WP_002963761.1	WP_002963761.1	WP_002963761.1	WP_002963761.1	1679.4215666666669
2479	5	5	WP_002963950.1	WP_004690760.1	WP_004688239.1	WP_004688239.1	WP_006190097.1	1673.5264916666667
2515	5	5	WP_002964249.1	WP_004690881.1	WP_006174278.1	WP_041594696.1	WP_006190466.1	1672.9107333333332
1029	5	5	WP_002968543.1	WP_002968543.1	WP_002968543.1	WP_002968543.1	WP_002968543.1	1671.164605882353
2600	5	5	WP_002965150.1	WP_002965150.1	WP_002965150.1	WP_002965150.1	WP_006191043.1	1670.1342999999997
1093	5	5	WP_002970171.1	WP_002970171.1	WP_002970171.1	WP_002970171.1	WP_002970171.1	1669.0985411764707
1698	5	5	WP_002964007.1	WP_004689634.1	WP_004689634.1	WP_004689634.1	WP_004689634.1	1668.0770249999998
841	5	5	WP_002966555.1	WP_002966555.1	WP_002966555.1	WP_002966555.1	WP_002966555.1	1667.58528
1989	5	5	WP_002963924.1	WP_004690747.1	WP_004689612.1	WP_015799573.1	WP_004690747.1	1667.3779333333334
1714	5	5	WP_002964305.1	WP_004689749.1	WP_004689749.1	WP_004689749.1	WP_004689749.1	1666.995847368421
2133	5	5	WP_002971777.1	WP_004691228.1	WP_006173584.1	WP_041594675.1	WP_004691228.1	1666.5822789473686
939	5	5	WP_002963564.1	WP_002967439.1	WP_002967439.1	WP_012783881.1	WP_002967439.1	1663.8616333333334
2866	5	5	WP_002963471.1	WP_004687978.1	WP_004687978.1	WP_012783861.1	WP_011068891.1	1657.58675
1202	5	5	WP_002966129.1	WP_004681849.1	WP_004681849.1	WP_004681849.1	WP_004681849.1	1657.1372066666668
2511	5	5	WP_002966840.1	WP_006132707.1	WP_006160935.1	WP_015799633.1	WP_006190456.1	1652.2207777777778
1892	5	5	WP_002964800.1	WP_006132878.1	WP_006174723.1	WP_004684154.1	WP_004690463.1	1647.6944
1744	5	5	WP_002966521.1	WP_004689960.1	WP_004687573.1	WP_004687573.1	WP_004689960.1	1647.5665264705885
90	5	5	WP_002963792.1	WP_002963792.1	WP_002963792.1	WP_002963792.1	WP_002963792.1	1646.2634578947368
2146	5	5	WP_002965399.1	WP_004691347.1	WP_006173652.1	WP_002968111.1	WP_004691347.1	1637.680383333333
1406	5	5	WP_002965842.1	WP_004692194.1	WP_006175332.1	WP_004687156.1	WP_004687156.1	1637.180988888889
922	5	5	WP_002967223.1	WP_002967223.1	WP_002967223.1	WP_002967223.1	WP_002967223.1	1636.798991304348
1844	5	5	WP_002967240.1	WP_004690327.1	WP_006175303.1	WP_002968535.1	WP_004690327.1	1636.0036666666667
615	5	5	WP_002965616.1	WP_002965616.1	WP_006175137.1	WP_002965616.1	WP_002965616.1	1632.3303136363634
758	5	5	WP_002966239.1	WP_002966239.1	WP_002966239.1	WP_002966239.1	WP_002966239.1	1630.5438519999998
1308	5	5	WP_002964905.1	WP_004684303.1	WP_004684303.1	WP_004684303.1	WP_004684303.1	1627.701
2476	5	5	WP_002963934.1	WP_004688233.1	WP_004688233.1	WP_004688233.1	WP_006190085.1	1626.8839583333336
737	5	5	WP_002966128.1	WP_002966128.1	WP_002966128.1	WP_002966128.1	WP_002966128.1	1626.694705263158
1460	5	5	WP_002967131.1	WP_004687642.1	WP_004687642.1	WP_004687642.1	WP_004687642.1	1623.2485600000002
120	5	5	WP_002963873.1	WP_002963873.1	WP_006174017.1	WP_002963873.1	WP_002963873.1	1620.5003894736844
1414	5	5	WP_002965935.1	WP_004687208.1	WP_023598593.1	WP_004687208.1	WP_004687208.1	1619.4792357142858
1293	5	5	WP_002964599.1	WP_004684049.1	WP_004684049.1	WP_004684049.1	WP_004684049.1	1612.7720625
2880	5	5	WP_002970710.1	WP_014315872.1	WP_025198300.1	WP_002970710.1	WP_014315872.1	1611.2001000000002
327	5	5	WP_002964584.1	WP_002964584.1	WP_002964584.1	WP_002964584.1	WP_002964584.1	1610.5228181818181
2214	5	5	WP_002965615.1	WP_004692140.1	WP_004689165.1	WP_004689165.1	WP_004692140.1	1599.7757956521739
1164	5	5	WP_002972046.1	WP_002972046.1	WP_002972046.1	WP_002972046.1	WP_002972046.1	1598.8224062499999
2423	5	5	WP_002963537.1	WP_004691977.1	WP_006173778.1	WP_004682995.1	WP_006189871.1	1596.1395952380951
2589	5	5	WP_002967012.1	WP_004691119.1	WP_006173479.1	WP_002965064.1	WP_006190978.1	1595.8335
1232	5	5	WP_002965559.1	WP_004682530.1	WP_004682530.1	WP_004682530.1	WP_004682530.1	1595.197572222222
300	5	5	WP_002964498.1	WP_002964498.1	WP_002964498.1	WP_002964498.1	WP_002964498.1	1582.9521249999998
2247	5	5	WP_002966348.1	WP_004692492.1	WP_002966348.1	WP_002966348.1	WP_004692492.1	1582.6760368421053
1115	5	5	WP_002971105.1	WP_002971105.1	WP_002971105.1	WP_002971105.1	WP_002971105.1	1579.3769666666667
2881	5	5	WP_014517383.1	WP_014517383.1	WP_014517383.1	WP_014517383.1	WP_014517383.1	1578.66034375
865	5	5	WP_002966649.1	WP_002966649.1	WP_002966649.1	WP_002966649.1	WP_002966649.1	1573.41705
1898	5	5	WP_002966956.1	WP_004690472.1	WP_002964831.1	WP_002964831.1	WP_004690472.1	1571.877790909091
837	5	5	WP_002966537.1	WP_002966537.1	WP_006175925.1	WP_002966537.1	WP_002966537.1	1567.8384090909092
1554	5	5	WP_002964175.1	WP_004688368.1	WP_004688368.1	WP_004688368.1	WP_004688368.1	1564.949886956522
1488	5	5	WP_002965396.1	WP_004687879.1	WP_006160504.1	WP_004687879.1	WP_004687879.1	1564.692252173913
2182	5	5	WP_002971482.1	WP_004691907.1	WP_004691907.1	WP_004691907.1	WP_004691907.1	1562.2336739130435
2594	5	5	WP_002971872.1	WP_006132982.1	WP_006071732.1	WP_006071732.1	WP_006190989.1	1558.9146499999997
556	5	5	WP_002965345.1	WP_002965345.1	WP_002965345.1	WP_002965345.1	WP_002965345.1	1557.6763375
349	5	5	WP_002964648.1	WP_002964648.1	WP_002964648.1	WP_002964648.1	WP_002964648.1	1554.7408
2086	5	5	WP_002964941.1	WP_004691070.1	WP_002964941.1	WP_002964941.1	WP_004691070.1	1553.7717428571427
1770	5	5	WP_002967361.1	WP_004690059.1	WP_002966316.1	WP_002966316.1	WP_004690059.1	1550.9139000000002
2385	5	5	WP_002971941.1	WP_006133493.1	WP_006175142.1	WP_005972331.1	WP_006133493.1	1550.399661538462
789	5	5	WP_002966366.1	WP_002966366.1	WP_002966366.1	WP_002966366.1	WP_002966366.1	1549.3505
1296	5	5	WP_002964634.1	WP_004684066.1	WP_006174524.1	WP_004684066.1	WP_004684066.1	1548.8487272727275
1568	5	5	WP_002966858.1	WP_004688483.1	WP_004688483.1	WP_004688483.1	WP_004688483.1	1547.0376666666666
1959	5	5	WP_002963729.1	WP_004690667.1	WP_002963729.1	WP_002963729.1	WP_004690667.1	1545.6907947368425
568	5	5	WP_002965397.1	WP_002965397.1	WP_002965397.1	WP_002965397.1	WP_002965397.1	1545.447994736842
72	5	5	WP_002963717.1	WP_002963717.1	WP_002963717.1	WP_002963717.1	WP_002963717.1	1545.2623375
2553	5	5	WP_002964567.1	WP_002967814.1	WP_002967814.1	WP_002967814.1	WP_006190631.1	1544.4491785714288
593	5	5	WP_002965533.1	WP_002965533.1	WP_002965533.1	WP_002965533.1	WP_002965533.1	1544.3363904761907
1732	5	5	WP_002964707.1	WP_004689880.1	WP_004689880.1	WP_004689880.1	WP_004689880.1	1544.221375
1407	5	5	WP_002965847.1	WP_004687160.1	WP_004687160.1	WP_004687160.1	WP_004687160.1	1543.7936800000002
1261	5	5	WP_002963980.1	WP_004683663.1	WP_006174070.1	WP_004683663.1	WP_004683663.1	1541.7387250000002
2073	5	5	WP_002964662.1	WP_004691032.1	WP_006174541.1	WP_015799705.1	WP_004691032.1	1540.8318450000002
2569	5	5	WP_002971383.1	WP_006132831.1	WP_002971383.1	WP_002971383.1	WP_006190693.1	1539.528823529412
1663	5	5	WP_002965089.1	WP_004689305.1	WP_004689305.1	WP_004689305.1	WP_004689305.1	1538.0422857142855
1263	5	5	WP_002964003.1	WP_004683693.1	WP_004683693.1	WP_004683693.1	WP_004683693.1	1536.9140214285715
2802	5	5	WP_002967375.1	WP_004690401.1	WP_002967375.1	WP_002967375.1	WP_006192252.1	1536.0385384615388
2000	5	5	WP_002964015.1	WP_004690784.1	WP_002964015.1	WP_002964015.1	WP_004690784.1	1532.3956928571426
1276	5	5	WP_002964246.1	WP_004683836.1	WP_004683836.1	WP_004683836.1	WP_004683836.1	1529.2504125
676	5	5	WP_002965855.1	WP_002965855.1	WP_002965855.1	WP_002965855.1	WP_002965855.1	1524.244772
1411	5	5	WP_002969318.1	WP_004687190.1	WP_006175369.1	WP_004687190.1	WP_004687190.1	1521.2842444444445
884	5	5	WP_002966788.1	WP_002966788.1	WP_006640993.1	WP_002966788.1	WP_002966788.1	1520.378757894737
1516	5	5	WP_002963695.1	WP_004688100.1	WP_004688100.1	WP_004688100.1	WP_004688100.1	1520.0285
1818	5	5	WP_002965943.1	WP_004690253.1	WP_006016229.1	WP_006016229.1	WP_004690253.1	1519.0516461538461
436	5	5	WP_002964961.1	WP_002964961.1	WP_002964961.1	WP_002964961.1	WP_002964961.1	1518.9038518518516
1054	5	5	WP_002969307.1	WP_002969307.1	WP_002969307.1	WP_002969307.1	WP_002969307.1	1515.552733333333
1105	5	5	WP_002970785.1	WP_006133506.1	WP_006175139.1	WP_002970785.1	WP_002970785.1	1513.4148166666666
2572	5	5	WP_002966922.1	WP_006132841.1	WP_002964684.1	WP_002964684.1	WP_006190703.1	1512.188
941	5	5	WP_002966702.1	WP_002967449.1	WP_023598565.1	WP_002967449.1	WP_002967449.1	1509.021675
2346	5	5	WP_002972089.1	WP_006073783.1	WP_002972089.1	WP_171982636.1	WP_006073783.1	1508.8690375
1320	5	5	WP_002965088.1	WP_004684505.1	WP_004684505.1	WP_004684505.1	WP_004684505.1	1506.9655538461534
2698	5	5	WP_002966289.1	WP_002966289.1	WP_002966289.1	WP_002966289.1	WP_006191772.1	1506.5959
2118	5	5	WP_002965220.1	WP_004691181.1	WP_004687798.1	WP_015799798.1	WP_004691181.1	1506.533266666667
2470	5	5	WP_002966763.1	WP_004689606.1	WP_004689606.1	WP_004689606.1	WP_006190069.1	1505.6397749999999
2088	5	5	WP_002964944.1	WP_004691072.1	WP_006173400.1	WP_002964944.1	WP_004691072.1	1502.4844952380952
1893	5	5	WP_002964802.1	WP_004690464.1	WP_006161506.1	WP_002964802.1	WP_004690464.1	1495.2120000000002
2165	5	5	WP_002964677.1	WP_004691538.1	WP_006174550.1	WP_015799707.1	WP_004691538.1	1494.4564476190478
226	5	5	WP_002964266.1	WP_002964266.1	WP_002964266.1	WP_002964266.1	WP_002964266.1	1493.741172727273
2440	5	5	WP_002963692.1	WP_004690649.1	WP_006641821.1	WP_006641152.1	WP_006189965.1	1487.7973583333332
893	5	5	WP_002966883.1	WP_002966883.1	WP_002966883.1	WP_002966883.1	WP_002966883.1	1487.651590909091
2573	5	5	WP_002966929.1	WP_004691053.1	WP_006174570.1	WP_004689878.1	WP_006190713.1	1486.993142857143
1074	5	5	WP_002969557.1	WP_002969557.1	WP_002969557.1	WP_002969557.1	WP_002969557.1	1486.7932
2472	5	5	WP_002963908.1	WP_004690738.1	WP_002963908.1	WP_002963908.1	WP_006190074.1	1484.9716363636362
342	5	5	WP_002964631.1	WP_002964631.1	WP_002964631.1	WP_002964631.1	WP_002964631.1	1473.2821333333336
2390	5	5	WP_002971945.1	WP_006133663.1	WP_002971945.1	WP_002971945.1	WP_006133663.1	1470.73418
1533	5	5	WP_002963951.1	WP_004691901.1	WP_004688240.1	WP_004688240.1	WP_004688240.1	1470.2232666666669
2643	5	5	WP_002966659.1	WP_002966659.1	WP_002966659.1	WP_002966659.1	WP_006191486.1	1466.8576761904765
1281	5	5	WP_002964352.1	WP_004683923.1	WP_004683923.1	WP_004683923.1	WP_004683923.1	1460.997404761905
2134	5	5	WP_002965299.1	WP_004691242.1	WP_002965299.1	WP_002965299.1	WP_004691242.1	1459.76323125
1064	5	5	WP_002969380.1	WP_002969380.1	WP_002969380.1	WP_002969380.1	WP_002969380.1	1459.5182416666667
149	5	5	WP_002963973.1	WP_002963973.1	WP_002963973.1	WP_002963973.1	WP_002963973.1	1458.28807
1978	5	5	WP_002963852.1	WP_004690718.1	WP_002963852.1	WP_002963852.1	WP_004690718.1	1458.0531666666668
1677	5	5	WP_002965408.1	WP_004689410.1	WP_006173662.1	WP_004689410.1	WP_004689410.1	1457.3042583333336
2563	5	5	WP_002968763.1	WP_004691563.1	WP_006174512.1	WP_015799695.1	WP_006190664.1	1455.7245740740739
1551	5	5	WP_002971442.1	WP_006132669.1	WP_023598552.1	WP_004688356.1	WP_004688356.1	1455.11105
2680	5	5	WP_002966450.1	WP_004689999.1	WP_006162255.1	WP_004685115.1	WP_006191660.1	1453.980975
2635	5	5	WP_002969529.1	WP_004692012.1	WP_002968122.1	WP_002968122.1	WP_006191235.1	1453.5330899999997
1100	5	5	WP_002970381.1	WP_002970381.1	WP_006173483.1	WP_002970381.1	WP_002970381.1	1453.3881
2859	5	5	WP_002965663.1	WP_002965663.1	WP_002965663.1	WP_002965663.1	WP_006278984.1	1452.8104259259258
826	5	5	WP_002966502.1	WP_002966502.1	WP_002966502.1	WP_002966502.1	WP_002966502.1	1451.5194727272728
134	5	5	WP_002963923.1	WP_002963923.1	WP_006167494.1	WP_002963923.1	WP_002963923.1	1448.754031818182
989	5	5	WP_002967011.1	WP_002967989.1	WP_002967989.1	WP_002967989.1	WP_002967989.1	1448.434816
16	5	5	WP_002963495.1	WP_002963495.1	WP_002963495.1	WP_002963495.1	WP_002963495.1	1447.1013636363637
981	5	5	WP_002967908.1	WP_002967908.1	WP_002967908.1	WP_002967908.1	WP_002967908.1	1446.0298545454546
96	5	5	WP_002963809.1	WP_002963809.1	WP_002963809.1	WP_015799555.1	WP_002963809.1	1445.1025705882353
1536	5	5	WP_002963972.1	WP_004688252.1	WP_004688252.1	WP_004688252.1	WP_004688252.1	1439.2025083333333
1660	5	5	WP_002964963.1	WP_004689270.1	WP_004689270.1	WP_004689270.1	WP_004689270.1	1428.7458571428572
376	5	5	WP_002966942.1	WP_002964755.1	WP_002964755.1	WP_002964755.1	WP_002964755.1	1423.707666666667
2875	5	5	WP_002965222.1	WP_002965222.1	WP_002965222.1	WP_002965222.1	WP_011069086.1	1423.2474666666672
128	5	5	WP_002963899.1	WP_004690735.1	WP_002963899.1	WP_002963899.1	WP_002963899.1	1422.6904000000002
2313	5	5	WP_002970918.1	WP_006071917.1	WP_006071917.1	WP_006071917.1	WP_006071917.1	1416.12185
628	5	5	WP_002965668.1	WP_012219778.1	WP_023598588.1	WP_002965668.1	WP_002965668.1	1413.7928999999997
800	5	5	WP_002966404.1	WP_002966404.1	WP_002966404.1	WP_002966404.1	WP_002966404.1	1413.043934782609
1880	5	5	WP_002965548.1	WP_004690436.1	WP_006161678.1	WP_015799982.1	WP_004690436.1	1413.03127
1753	5	5	WP_002967176.1	WP_004689984.1	WP_006162269.1	WP_002968252.1	WP_004689984.1	1409.6766888888887
1912	5	5	WP_002964916.1	WP_004690509.1	WP_002964916.1	WP_015799744.1	WP_004690509.1	1402.923876923077
952	5	5	WP_002963978.1	WP_002967589.1	WP_002967589.1	WP_002967589.1	WP_002967589.1	1391.9715764705884
1717	5	5	WP_002964357.1	WP_004689764.1	WP_004689764.1	WP_004689764.1	WP_004689764.1	1389.7517384615383
2593	5	5	WP_002969503.1	WP_004692087.1	WP_006173489.1	WP_004686229.1	WP_006190988.1	1386.4304454545456
1133	5	5	WP_002971399.1	WP_002971399.1	WP_006174475.1	WP_244395435.1	WP_002971399.1	1385.7437272727273
1369	5	5	WP_002964635.1	WP_004685786.1	WP_006641989.1	WP_041594705.1	WP_004685786.1	1380.15735
1878	5	5	WP_002967388.1	WP_004690422.1	WP_004689187.1	WP_004689187.1	WP_004690422.1	1379.9744333333335
314	5	5	WP_002969575.1	WP_004690985.1	WP_006174464.1	WP_002964534.1	WP_002964534.1	1378.3305363636364
2778	5	5	WP_002965831.1	WP_006133400.1	WP_002965831.1	WP_041594757.1	WP_006192147.1	1376.610376923077
2405	5	5	WP_002970629.1	WP_006133367.1	WP_006171189.1	WP_015799898.1	WP_006171189.1	1374.6915272727272
2148	5	5	WP_002965409.1	WP_004691356.1	WP_002965409.1	WP_002965409.1	WP_004691356.1	1374.0232925925925
569	5	5	WP_002965400.1	WP_002965400.1	WP_002965400.1	WP_002965400.1	WP_002965400.1	1365.8941709677415
481	5	5	WP_002965109.1	WP_002965109.1	WP_006160370.1	WP_002965109.1	WP_002965109.1	1365.2200647058826
533	5	5	WP_002965271.1	WP_002965271.1	WP_002965271.1	WP_002965271.1	WP_002965271.1	1364.6082260869568
1931	5	5	WP_002963546.1	WP_004690581.1	WP_004683014.1	WP_004683014.1	WP_004690581.1	1361.3097312500001
1636	5	5	WP_002966049.1	WP_004690208.1	WP_004689007.1	WP_041594786.1	WP_004689007.1	1360.3057923076922
198	5	5	WP_002964120.1	WP_004691850.1	WP_002964120.1	WP_002964120.1	WP_002964120.1	1359.2682625
2207	5	5	WP_002965202.1	WP_004692061.1	WP_002965202.1	WP_002965202.1	WP_004692061.1	1359.2118000000003
1047	5	5	WP_002969182.1	WP_002969182.1	WP_002969182.1	WP_002969182.1	WP_002969182.1	1358.6440666666667
2197	5	5	WP_002963434.1	WP_004692002.1	WP_004692002.1	WP_004692002.1	WP_004692002.1	1356.612610526316
212	5	5	WP_002964193.1	WP_002964193.1	WP_002964193.1	WP_002964193.1	WP_002964193.1	1349.1219285714285
2333	5	5	WP_002966361.1	WP_004690034.1	WP_002966361.1	WP_002966361.1	WP_006073341.1	1347.5698666666667
518	5	5	WP_002965217.1	WP_002968045.1	WP_002965217.1	WP_041594720.1	WP_002965217.1	1343.7196000000001
645	5	5	WP_002965727.1	WP_002965727.1	WP_006641791.1	WP_015799947.1	WP_002965727.1	1338.8535785714287
1446	5	5	WP_002966434.1	WP_004687526.1	WP_006162247.1	WP_012783796.1	WP_004687526.1	1335.6272428571428
1204	5	5	WP_002966101.1	WP_004681862.1	WP_023598598.1	WP_015799867.1	WP_004681862.1	1334.96106
177	5	5	WP_002964052.1	WP_002964052.1	WP_002964052.1	WP_002964052.1	WP_002964052.1	1334.8749599999996
2388	5	5	WP_002971175.1	WP_006133525.1	WP_006161680.1	WP_006161680.1	WP_006133525.1	1334.5296230769231
1137	5	5	WP_002971429.1	WP_002971429.1	WP_002971429.1	WP_002971429.1	WP_002971429.1	1333.7627157894738
1574	5	5	WP_002964491.1	WP_004688531.1	WP_004688531.1	WP_008936018.1	WP_004688531.1	1330.9853833333332
1301	5	5	WP_002964737.1	WP_004692755.1	WP_006174684.1	WP_004684121.1	WP_004684121.1	1329.6075380952384
2374	5	5	WP_002971781.1	WP_006133051.1	WP_002971781.1	WP_002971781.1	WP_006133051.1	1325.6664541666667
707	5	5	WP_002969334.1	WP_002966020.1	WP_002966020.1	WP_002966020.1	WP_002966020.1	1324.5632666666668
1937	5	5	WP_002963604.1	WP_004690603.1	WP_006173814.1	WP_002963604.1	WP_004690603.1	1321.9766789473688
183	5	5	WP_002964063.1	WP_006132515.1	WP_002964063.1	WP_002964063.1	WP_002964063.1	1320.3130263157896
2437	5	5	WP_002966709.1	WP_025200503.1	WP_006173844.1	WP_012783893.1	WP_006189954.1	1317.2759357142859
2818	5	5	WP_002969623.1	WP_002964774.1	WP_023598538.1	WP_002964774.1	WP_006192487.1	1313.540311111111
1591	5	5	WP_002964815.1	WP_004688687.1	WP_004688687.1	WP_004688687.1	WP_004688687.1	1312.18085
1894	5	5	WP_002964808.1	WP_004690466.1	WP_006174729.1	WP_002964808.1	WP_004690466.1	1310.9411000000002
2897	5	5	WP_077281772.1	WP_077281772.1	WP_077281772.1	WP_083766949.1	WP_078056933.1	1310.641155
1719	5	5	WP_002964402.1	WP_004691686.1	WP_050396079.1	WP_004689772.1	WP_004689772.1	1308.449925
2743	5	5	WP_002966055.1	WP_004692259.1	WP_006161995.1	WP_041594749.1	WP_006191987.1	1307.9154904761908
1626	5	5	WP_002966175.1	WP_004692346.1	WP_006175579.1	WP_004688949.1	WP_004688949.1	1305.1779857142858
457	5	5	WP_002965018.1	WP_002965018.1	WP_002965018.1	WP_002965018.1	WP_002965018.1	1304.7764571428572
326	5	5	WP_002964582.1	WP_002964582.1	WP_002964582.1	WP_002964582.1	WP_002964582.1	1302.0183153846153
144	5	5	WP_002963959.1	WP_002963959.1	WP_002963959.1	WP_002963959.1	WP_002963959.1	1301.4147750000002
2299	5	5	WP_002971432.1	WP_006070824.1	WP_006070824.1	WP_006070824.1	WP_006070824.1	1301.239
1884	5	5	WP_002964747.1	WP_004690445.1	WP_002964747.1	WP_002964747.1	WP_004690445.1	1300.6257999999998
92	5	5	WP_002963803.1	WP_002963803.1	WP_002963803.1	WP_002963803.1	WP_002963803.1	1298.7233166666667
60	5	5	WP_002963635.1	WP_002963635.1	WP_002963635.1	WP_002963635.1	WP_002963635.1	1298.2159428571426
1139	5	5	WP_002971443.1	WP_006132667.1	WP_002971443.1	WP_002971443.1	WP_002971443.1	1297.0162222222223
1190	5	5	WP_002967174.1	WP_004692580.1	WP_004681289.1	WP_004681289.1	WP_004681289.1	1296.9154374999998
2428	5	5	WP_002963596.1	WP_006133206.1	WP_004688041.1	WP_004688041.1	WP_006189919.1	1295.4964863636364
741	5	5	WP_002966136.1	WP_002966136.1	WP_002966136.1	WP_002966136.1	WP_002966136.1	1295.2558428571429
262	5	5	WP_002964358.1	WP_002964358.1	WP_002964358.1	WP_002964358.1	WP_002964358.1	1292.9086562500001
1113	5	5	WP_002971034.1	WP_002971034.1	WP_002971034.1	WP_002971034.1	WP_002971034.1	1290.1900249999999
404	5	5	WP_002966959.1	WP_002964843.1	WP_006174747.1	WP_002964843.1	WP_002964843.1	1287.708475
708	5	5	WP_002966021.1	WP_002966021.1	WP_002966021.1	WP_002966021.1	WP_002966021.1	1284.46775
257	5	5	WP_002964351.1	WP_002964351.1	WP_002964351.1	WP_002964351.1	WP_002964351.1	1284.1001392857142
2538	5	5	WP_002964443.1	WP_002964443.1	WP_002964443.1	WP_002964443.1	WP_006190549.1	1280.855
1697	5	5	WP_002963952.1	WP_004690761.1	WP_004689618.1	WP_004689618.1	WP_004689618.1	1280.65478
421	5	5	WP_002964913.1	WP_002964913.1	WP_002964913.1	WP_002964913.1	WP_002964913.1	1280.5547142857142
336	5	5	WP_002964616.1	WP_002964616.1	WP_002964616.1	WP_002964616.1	WP_002964616.1	1280.3669142857143
435	5	5	WP_002964960.1	WP_002964960.1	WP_006173404.1	WP_002964960.1	WP_002964960.1	1278.5926749999999
1686	5	5	WP_002966696.1	WP_004690582.1	WP_006173780.1	WP_012783878.1	WP_004689490.1	1276.883675
2100	5	5	WP_002965042.1	WP_004691112.1	WP_006173465.1	WP_041594715.1	WP_004691112.1	1275.3879133333332
1746	5	5	WP_002967167.1	WP_004689964.1	WP_006175898.1	WP_002967167.1	WP_004689964.1	1272.4811142857143
1017	5	5	WP_002966069.1	WP_002968422.1	WP_002968422.1	WP_002968422.1	WP_002968422.1	1271.5987217391303
1314	5	5	WP_002964990.1	WP_004692112.1	WP_004684450.1	WP_004684450.1	WP_004684450.1	1268.8930647058824
2537	5	5	WP_002964428.1	WP_002964428.1	WP_002964428.1	WP_002964428.1	WP_006190538.1	1267.9705333333334
675	5	5	WP_002965839.1	WP_006133398.1	WP_002965839.1	WP_002965839.1	WP_002965839.1	1267.0393777777779
2619	5	5	WP_002967079.1	WP_002967079.1	WP_006173617.1	WP_002967079.1	WP_006191163.1	1264.5994642857142
1715	5	5	WP_002964306.1	WP_004689750.1	WP_004689750.1	WP_004689750.1	WP_004689750.1	1263.6363350000001
385	5	5	WP_002964788.1	WP_002964788.1	WP_002964788.1	WP_002964788.1	WP_002964788.1	1260.7175
886	5	5	WP_002966820.1	WP_004690830.1	WP_006174187.1	WP_002966820.1	WP_002966820.1	1260.0881476190477
1825	5	5	WP_002965912.1	WP_004690268.1	WP_006016280.1	WP_041594754.1	WP_004690268.1	1259.8259142857144
564	5	5	WP_002965368.1	WP_002965368.1	WP_002965368.1	WP_012783828.1	WP_002965368.1	1257.34335
2430	5	5	WP_002963606.1	WP_004688049.1	WP_006173818.1	WP_004688049.1	WP_006189932.1	1255.0584555555556
849	5	5	WP_002966594.1	WP_002966594.1	WP_002966594.1	WP_002966594.1	WP_002966594.1	1251.2806666666668
369	5	5	WP_002964728.1	WP_002964728.1	WP_006161322.1	WP_002964728.1	WP_002964728.1	1247.0469285714285
982	5	5	WP_002964848.1	WP_002967918.1	WP_002967918.1	WP_002967918.1	WP_002967918.1	1244.7724999999998
319	5	5	WP_002964554.1	WP_002964554.1	WP_002964554.1	WP_002964554.1	WP_002964554.1	1243.7483055555558
591	5	5	WP_002965489.1	WP_002965489.1	WP_002965489.1	WP_012783853.1	WP_002965489.1	1242.627938888889
536	5	5	WP_002965279.1	WP_002965279.1	WP_002965279.1	WP_002965279.1	WP_002965279.1	1241.7929875
551	5	5	WP_002965334.1	WP_002965334.1	WP_006173612.1	WP_002965334.1	WP_002965334.1	1241.6851384615386
480	5	5	WP_002965100.1	WP_002965100.1	WP_006173494.1	WP_002965100.1	WP_002965100.1	1230.8244142857143
786	5	5	WP_002966356.1	WP_002966356.1	WP_002966356.1	WP_002966356.1	WP_002966356.1	1230.5124500000002
550	5	5	WP_002965333.1	WP_004691271.1	WP_002965333.1	WP_002965333.1	WP_002965333.1	1227.255590909091
797	5	5	WP_002966390.1	WP_002966390.1	WP_002966390.1	WP_002966390.1	WP_002966390.1	1225.2806821428571
2760	5	5	WP_002967278.1	WP_004692215.1	WP_006175426.1	WP_004689043.1	WP_006192043.1	1221.3424631578948
2027	5	5	WP_002964226.1	WP_004691790.1	WP_002964226.1	WP_015799631.1	WP_004690868.1	1219.4171000000001
1278	5	5	WP_002964342.1	WP_004683919.1	WP_004683919.1	WP_004683919.1	WP_004683919.1	1211.5183769230769
1166	5	5	WP_002972070.1	WP_002972070.1	WP_002972070.1	WP_002972070.1	WP_002972070.1	1208.7428333333332
2095	5	5	WP_002964985.1	WP_004691089.1	WP_002964985.1	WP_002964985.1	WP_004691089.1	1207.6800000000003
107	5	5	WP_002963836.1	WP_002963836.1	WP_002963836.1	WP_002963836.1	WP_002963836.1	1207.3281416666666
